,Tweets,index
11,I was told by a lot of physics that I'm a royal bloodline of Egyptian priesthood . Like perhaps I knew Thoth or I knew Anubis,10060
12,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God R4B6KFW

https://t.co/Nbo4AraTXO https://t.co/2EgS4bIFQn",10060
13,i've always found the egyptian gods with animal heads like anubis and thoth and set super cool but now that i know about khepri i'm kind of horrified,10060
14,"Hail him, Althōnai … Bring Michael into me, this mighty-one of angels, who is with God.
Hail him, Anubis – he of the district of the face of the son of Isis, he upon his mountain.
Hail them, Goddesses.
Hail him, Thoth, the twice great, the wise one.
Hail them, Gods.",10060
0,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God HA66PDG

https://t.co/Qx8lEgrqnZ https://t.co/FKZT4RnoXE",10062
1,"""#Thoth comes indeed, filled and equipped with #magic, and the bonds of #Seth which restricted my mouth have been loosened. #Atum has warded them off and has cast away the restrictions of Seth.""

#BookOfGoingForthByDay #PertMHeru",10062
2,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God BCCEPHU

https://t.co/XG7Heghk9h https://t.co/XMdzTlAarx",10062
3,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God R4B6KFW

https://t.co/Nbo4AraTXO https://t.co/2EgS4bIFQn",10062
0,"♈︎ ♌︎ ♐︎ Ra/Osiris
♉︎ ♍︎ ♑︎ Thoth/Geb
♊︎ ♎︎ ♒︎ Ma’at/Nut
♋︎ ♏︎ ♓︎ Ra/Osiris
Believe it or nah deadass this ish…
♈︎ ♌︎ ♐︎ Zeus
♉︎ ♍︎ ♑︎ Hades
♊︎ ♎︎ ♒︎ Poseidon
♋︎ ♏︎ ♓︎ Chaos",10065
1,"K but shit backwards n subject to being lost in translation… so my theory right… prolly mo like dis…
♈︎ ♌︎ ♐︎ Ra/Osiris/Horus ⇵ Hathor/Isis
♉︎ ♍︎ ♑︎ Thoth/Geb ⇅ Set/Apopis
♊︎ ♎︎ ♒︎ Ma’at/Nut ⇅ Nephthys/Mut
♋︎ ♏︎ ♓︎ Ra/Osiris/Horus ⇵ Hathor/Isis",10065
2,No you don't understand I need to tell you about how in Egyptian Mythology years were only 360 days long until the Sky Goddess Nut needed to bear more children so the God of Knowledge Thoth gambled with the moon to add more days to the calendar for 1/72nd of its light and won so- https://t.co/oMQ18RFUZV,10065
3,"Can't wait to see a racially and ethnically diverse Kane Chronicles. Bring on Latino Thoth, Asian Bastet, a Middle-Eastern Set, a Native American Hathor, a black Nut, a white Anubis etc. /s https://t.co/SYuaO4m9Nl",10065
0,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God HA66PDG

https://t.co/Qx8lEgrqnZ https://t.co/FKZT4RnoXE",10066
1,"Zodiac Signs came from African Egyptian 
1. Nile 
2. Amun-Ra 
3. Mut 
4. Geb 
5. Osiris 
6. Isis 
7. Thoth
8. Horus 
9. Anubis 
10. Seth 
11. Bastet 
12. Sekhmet 
Learn your fucking history",10066
2,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God BCCEPHU

https://t.co/XG7Heghk9h https://t.co/XMdzTlAarx",10066
3,"Really Egyptian translated to western more like… 

Aries: Osiris
Taurus: Amun-Ra
Gemini: Seth
Cancer: Bastet
Leo: Anubis
Virgo: Thoth
Libra: Geb
Scorpio: Mut
Sagittarius: Hapi
Capricorn: Horus
Aquarius: Sekhmet
Pisces: Isis",10066
4,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God R4B6KFW

https://t.co/Nbo4AraTXO https://t.co/2EgS4bIFQn",10066
0,"Zodiac Signs came from African Egyptian 
1. Nile 
2. Amun-Ra 
3. Mut 
4. Geb 
5. Osiris 
6. Isis 
7. Thoth
8. Horus 
9. Anubis 
10. Seth 
11. Bastet 
12. Sekhmet 
Learn your fucking history",10067
1,"Really Egyptian translated to western more like… 

Aries: Osiris
Taurus: Amun-Ra
Gemini: Seth
Cancer: Bastet
Leo: Anubis
Virgo: Thoth
Libra: Geb
Scorpio: Mut
Sagittarius: Hapi
Capricorn: Horus
Aquarius: Sekhmet
Pisces: Isis",10067
2,"Egyptian Antiquities Rare Gods Anubis,seth,thoth, Bastet, Hathor,khnum, Sobek https://t.co/I5i4tDqc1n eBay https://t.co/2iXXS2zCXi",10067
3,Ancient Egypt Egyptian God Egypt Pyramid 12 Figurines Features Sphinx Scarab Pyramid Hieroglyph Thoth Bastet Queen Nefertiti https://t.co/VRkAxj73ok,10067
4,"Can't wait to see a racially and ethnically diverse Kane Chronicles. Bring on Latino Thoth, Asian Bastet, a Middle-Eastern Set, a Native American Hathor, a black Nut, a white Anubis etc. /s https://t.co/SYuaO4m9Nl",10067
0,"Which one 

1. Seth snaps Osiris Horus' nudes.
 (Blue_Lotus idea)

2. Anubis accidently send Isis' his own nudes. (JAX idea)

3. Ra looks over Maat's shoulder to se her looking at nudes Thoth sent her.",10068
1,"Beside Anubis is Ammit, 1/3 crocodile, 1/3 lion, 1/3 hippopotamus. It’s head is turned toward Thoth, who records the verdict of the weighing. Should the heart and Maat not be in accord, Ammit, “the eater of the heart,” will swallow the person whose heart has thus betrayed them. https://t.co/vQz45bDVXz",10068
2,Switch Anubis n Thoth n shit makes sense yeh. Horus being Sagittarius. Thoth like the exact same was another trio. Isis planets throw it off but not if u consider as above so below era also think she a nympho opp but I’m jaded… añdo maat the same n she not there which is odd…,10068
3,Mind u Thoth n maat the same thing n gender irrelevant but… shits Fuckn nuts like there’s more… shit kinda all over the place but https://t.co/wOxsPikqIb,10068
4,"Proverbs 21:12
""Every way of a man is right in his own eyes; But God weighs the hearts.""

In Kemetic spirituality, the heart of the deceased is weighed against the feather of Maat, who personifies balance. Anubis dictated the fate of soul. Thoth recording the verdict. https://t.co/nrJuCil3be",10068
5,"The Virgin of Guadalupe in Mexico is Coatlicue (Maat), sister of Thoth, when they reached the lands of Mexico after their rebellion against Marduk (Ra) in Egypt. Their migration to these lands happened before Exodus 1 in the Old Testament.

Thoth &amp; Maat are Sophia's children https://t.co/WEmPmDud7b",10068
0,"K but shit backwards n subject to being lost in translation… so my theory right… prolly mo like dis…
♈︎ ♌︎ ♐︎ Ra/Osiris/Horus ⇵ Hathor/Isis
♉︎ ♍︎ ♑︎ Thoth/Geb ⇅ Set/Apopis
♊︎ ♎︎ ♒︎ Ma’at/Nut ⇅ Nephthys/Mut
♋︎ ♏︎ ♓︎ Ra/Osiris/Horus ⇵ Hathor/Isis",10069
0,"Zodiac Signs came from African Egyptian 
1. Nile 
2. Amun-Ra 
3. Mut 
4. Geb 
5. Osiris 
6. Isis 
7. Thoth
8. Horus 
9. Anubis 
10. Seth 
11. Bastet 
12. Sekhmet 
Learn your fucking history",10070
1,"K but shit backwards n subject to being lost in translation… so my theory right… prolly mo like dis…
♈︎ ♌︎ ♐︎ Ra/Osiris/Horus ⇵ Hathor/Isis
♉︎ ♍︎ ♑︎ Thoth/Geb ⇅ Set/Apopis
♊︎ ♎︎ ♒︎ Ma’at/Nut ⇅ Nephthys/Mut
♋︎ ♏︎ ♓︎ Ra/Osiris/Horus ⇵ Hathor/Isis",10070
2,"Really Egyptian translated to western more like… 

Aries: Osiris
Taurus: Amun-Ra
Gemini: Seth
Cancer: Bastet
Leo: Anubis
Virgo: Thoth
Libra: Geb
Scorpio: Mut
Sagittarius: Hapi
Capricorn: Horus
Aquarius: Sekhmet
Pisces: Isis",10070
0,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God HA66PDG

https://t.co/Qx8lEgrqnZ https://t.co/FKZT4RnoXE",10071
1,"Zodiac Signs came from African Egyptian 
1. Nile 
2. Amun-Ra 
3. Mut 
4. Geb 
5. Osiris 
6. Isis 
7. Thoth
8. Horus 
9. Anubis 
10. Seth 
11. Bastet 
12. Sekhmet 
Learn your fucking history",10071
2,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God BCCEPHU

https://t.co/XG7Heghk9h https://t.co/XMdzTlAarx",10071
3,"♈︎ ♌︎ ♐︎ Ra/Osiris
♉︎ ♍︎ ♑︎ Thoth/Geb
♊︎ ♎︎ ♒︎ Ma’at/Nut
♋︎ ♏︎ ♓︎ Ra/Osiris
Believe it or nah deadass this ish…
♈︎ ♌︎ ♐︎ Zeus
♉︎ ♍︎ ♑︎ Hades
♊︎ ♎︎ ♒︎ Poseidon
♋︎ ♏︎ ♓︎ Chaos",10071
4,"K but shit backwards n subject to being lost in translation… so my theory right… prolly mo like dis…
♈︎ ♌︎ ♐︎ Ra/Osiris/Horus ⇵ Hathor/Isis
♉︎ ♍︎ ♑︎ Thoth/Geb ⇅ Set/Apopis
♊︎ ♎︎ ♒︎ Ma’at/Nut ⇅ Nephthys/Mut
♋︎ ♏︎ ♓︎ Ra/Osiris/Horus ⇵ Hathor/Isis",10071
5,"Really Egyptian translated to western more like… 

Aries: Osiris
Taurus: Amun-Ra
Gemini: Seth
Cancer: Bastet
Leo: Anubis
Virgo: Thoth
Libra: Geb
Scorpio: Mut
Sagittarius: Hapi
Capricorn: Horus
Aquarius: Sekhmet
Pisces: Isis",10071
6,Geb son or Thoth daughter? https://t.co/5m3i8OUtyy,10071
7,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God R4B6KFW

https://t.co/Nbo4AraTXO https://t.co/2EgS4bIFQn",10071
0,yes than is mage bat a disconnected mut to isis egyptgod hyve has no red horse duo connection anubis bluetail has no red boll on its staff so anubis yellowblue tail has no either than mage bat grows fullcombustion ra blue pi-sa necropolis,10072
1,"My hair is that of Nun, my face is that of Aten, my eyes are those of Hathor, my ears are those of Wepwawet, my nose of that of the Foremost of Khasu, my lips are those of Anubis, my teeth are those of Serqet, my neck is that of Isis the goddess. (BDQ)",10072
2,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God HA66PDG

https://t.co/Qx8lEgrqnZ https://t.co/FKZT4RnoXE",10072
3,"Zodiac Signs came from African Egyptian 
1. Nile 
2. Amun-Ra 
3. Mut 
4. Geb 
5. Osiris 
6. Isis 
7. Thoth
8. Horus 
9. Anubis 
10. Seth 
11. Bastet 
12. Sekhmet 
Learn your fucking history",10072
4,"A deadly dolphin virus is spread through social interactions, researchers find - Deseret News CM 🦧🥰🐾⚖️God Anubis… King Jesus Christ… Goddess Isis, Ishtar,Lord Maitreya/Buddha… weighing of the heart ❤️ …🪶 …   … https://t.co/Nd9Lc60o1I",10072
5,"Which one 

1. Seth snaps Osiris Horus' nudes.
 (Blue_Lotus idea)

2. Anubis accidently send Isis' his own nudes. (JAX idea)

3. Ra looks over Maat's shoulder to se her looking at nudes Thoth sent her.",10072
6,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God BCCEPHU

https://t.co/XG7Heghk9h https://t.co/XMdzTlAarx",10072
7,"✨You can still adopt this hematite gem to support ❤️ my crowdfunding!✨ No. 23

The Mummy of Osiris is accompanied by Anubis, Isis and Nephthys. Inscribed around the edge: Bainchoooch Abrasax. 
Back: Magic signs &amp; the 7 Greek vowels. 
2nd–3rd century

👉 https://t.co/0lYAhe8uSK https://t.co/5UnjixpSiM",10072
8,Bruh… Hathor was a psychopath she had mpd… hence “Sekhet.” Isis a sociopath. Vulnerable 1. Seth an extraverted sociopath. Nephyths we don’t even know much about other than the fact she had Osiris’ kid Ie Anubis but idk kinda gives psychopath to me. Jus kinda there. Bein sus.,10072
9,"📷 ancientcharm: Wall painting originally from the Temple of Isis in Pompeii,depicts a priest with a mask of Anubis. Naples National Archaeological Museum By: Amphipolis (CC BY-SA 2.0) https://t.co/npb3Up5m7t",10072
10,Truth hurts. Yk who the Egyptian goddess of truth was? Mf Ma’at. Yk who Isis really prolly belong to? Mf Anubis. U 2 have fun. Miss me wit it. N Osiris was peacefully fucking the other 1 n isis jus came in post death to steal his corpse’s god seed like?! Nahhhh… das psycho shit.,10072
11,Switch Anubis n Thoth n shit makes sense yeh. Horus being Sagittarius. Thoth like the exact same was another trio. Isis planets throw it off but not if u consider as above so below era also think she a nympho opp but I’m jaded… añdo maat the same n she not there which is odd…,10072
12,"Really Egyptian translated to western more like… 

Aries: Osiris
Taurus: Amun-Ra
Gemini: Seth
Cancer: Bastet
Leo: Anubis
Virgo: Thoth
Libra: Geb
Scorpio: Mut
Sagittarius: Hapi
Capricorn: Horus
Aquarius: Sekhmet
Pisces: Isis",10072
13,"I’ll be honest : for me it’s fg, he seems to have the most experience and… for the others competitors the bar is low 💀 :
-Anubis is a virgin
-Horus only did it one time completely manipulated 
-Osiris don’t know what lube is and didn’t to fuck often with Isis https://t.co/CS4u2YZaeh",10072
14,Anubis &amp; Horus with Osiris &amp; Isis. The first 4 of humanity. https://t.co/LFZCHJ3bmm,10072
0,"Osiris n Anubis are my friends, I got this https://t.co/RMSR3RDE0e",10073
1,Anubis &amp; Osiris Playing Cards | American Gods  https://t.co/lz6SJXBswc,10073
2,osiris when anubis embalmed his body https://t.co/naqC3m99i9,10073
3,"#HollywoodFR. and #HollywoodUSA.
Analysis... your 2 tabled.
WHATS THAT ?

THAT THE CONJURATION OF THE KARMA
BY #OSIRIS AND #RAH. AND #GHOZER. AND #BASTEY. AND #ANUBIS.

THE OTHER EXPLAIN ALL THE FUTURE, BUT NEED TO BE MORE LONG.

CAN WE SPEAK TO THEM ?

YEAHS.",10073
4,Hoping for the Egyptian Pantheon and Kratos fighting Osiris and Anubis 🙌🏽,10073
5,"Zodiac Signs came from African Egyptian 
1. Nile 
2. Amun-Ra 
3. Mut 
4. Geb 
5. Osiris 
6. Isis 
7. Thoth
8. Horus 
9. Anubis 
10. Seth 
11. Bastet 
12. Sekhmet 
Learn your fucking history",10073
6,"The God King Anubis the First. Former lord of the underworld and conqueror of the living world. After the Death of Osiris Anubis raised his army and invaded the living world, claiming the title of Pharoah for himself. 

Detailed, Literate and Story-Driven RP. https://t.co/Q9FkOWGVvG",10073
7,"Which one 

1. Seth snaps Osiris Horus' nudes.
 (Blue_Lotus idea)

2. Anubis accidently send Isis' his own nudes. (JAX idea)

3. Ra looks over Maat's shoulder to se her looking at nudes Thoth sent her.",10073
8,"Osiris let Anubis die at the trial

Interesting how Anubis' life was suddenly in danger by the curse during the trial. Before that, he had begun to feel better and that was thanks to Osiris who continued to breathe life into the lotus heart+
#Ennead theory https://t.co/SAXJj2J1E1",10073
9,"✨You can still adopt this hematite gem to support ❤️ my crowdfunding!✨ No. 23

The Mummy of Osiris is accompanied by Anubis, Isis and Nephthys. Inscribed around the edge: Bainchoooch Abrasax. 
Back: Magic signs &amp; the 7 Greek vowels. 
2nd–3rd century

👉 https://t.co/0lYAhe8uSK https://t.co/5UnjixpSiM",10073
10,Bruh… Hathor was a psychopath she had mpd… hence “Sekhet.” Isis a sociopath. Vulnerable 1. Seth an extraverted sociopath. Nephyths we don’t even know much about other than the fact she had Osiris’ kid Ie Anubis but idk kinda gives psychopath to me. Jus kinda there. Bein sus.,10073
11,Yes the white dog is a symbol for Anubis the messenger of Osiris Lord of underworld and Death and Judge of Souls responsible for Heaven. https://t.co/0By0zTLcPk,10073
12,"Seth and Anubis is delicious but hear me…

Osiris… ahhh 🥺🥺",10073
13,Anubis is the son of Nephthys n Osiris fun fact.,10073
14,Truth hurts. Yk who the Egyptian goddess of truth was? Mf Ma’at. Yk who Isis really prolly belong to? Mf Anubis. U 2 have fun. Miss me wit it. N Osiris was peacefully fucking the other 1 n isis jus came in post death to steal his corpse’s god seed like?! Nahhhh… das psycho shit.,10073
0,yes than is mage bat a disconnected mut to isis egyptgod hyve has no red horse duo connection anubis bluetail has no red boll on its staff so anubis yellowblue tail has no either than mage bat grows fullcombustion ra blue pi-sa necropolis,10074
1,The next God of War story has to be about the Egyptian gods. I’m tryna catch Ra and Anubis’ fade with these blades.,10074
2,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God HA66PDG

https://t.co/Qx8lEgrqnZ https://t.co/FKZT4RnoXE",10074
3,"♥(✪ω✪)~♥✨https://t.co/7t05d21gjj
🧸🐻sneak peek of our latest new collection 🐻
🐪🐫-Anubis,Ra,wenut,sphinx,Set,Bastet-
the union has never been this invincible ever
original collection in kulture style full of streetwear characteristics
#Egyptian #anubis #originalart https://t.co/6Aet6QuZCQ",10074
4,"Which one 

1. Seth snaps Osiris Horus' nudes.
 (Blue_Lotus idea)

2. Anubis accidently send Isis' his own nudes. (JAX idea)

3. Ra looks over Maat's shoulder to se her looking at nudes Thoth sent her.",10074
5,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God BCCEPHU

https://t.co/XG7Heghk9h https://t.co/XMdzTlAarx",10074
6,ummmmm what the fuck are u wearin at the Anubis Ra ball,10074
7,Anubis stands zero chance against Kurt Russell. Beat him half a dozen times on Wednesday. Now we are going to send Ra back to his sarcophagus! The battle against the celestial god continues at 5pm Pacific #SegaGenesis #SegaMegaDrive #RetroGaming #TwitchStreamers https://t.co/zwynimlaDn,10074
8,"I haven't finished GoW Ragnarok yet so I don't know if a sequel is up for discussion, but I know this is the last chapter of the Norse saga. So, if they make another one, they HAVE to do the Egyptian Gods next. I wanna see Kratos smack around Anubis, Horus, Osiris, and Ra 😂 https://t.co/VknzDXSIG4",10074
9,"☀️ Light, Ra &amp; Anubis Reference, ""Bathe in My Glow, Dust"" Blow On 💃

https://t.co/CDPeleNgBu",10074
10,"I always assumed that if Dinotopia ever revealed the “real” Ogthar he would be a normal dude wearing a mechanical Triceratops mask, something like Ra and his Horus &amp; Anubis guards from Stargate. The cartoon version though… yeah, this ain’t it. https://t.co/71sk3SOk7u https://t.co/p20vOqF3y1",10074
11,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God R4B6KFW

https://t.co/Nbo4AraTXO https://t.co/2EgS4bIFQn",10074
0,"I find this scene so funny in a way...Anubis was probably thinking what a total psycho is cousin is lol. Could he really understand the thought process of Horus here, who decided to hate him not Seth because he wanted the love of his mom's persecutor so much? He is trembling! https://t.co/QDIE2fVugk",10075
1,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God HA66PDG

https://t.co/Qx8lEgrqnZ https://t.co/FKZT4RnoXE",10075
2,"Zodiac Signs came from African Egyptian 
1. Nile 
2. Amun-Ra 
3. Mut 
4. Geb 
5. Osiris 
6. Isis 
7. Thoth
8. Horus 
9. Anubis 
10. Seth 
11. Bastet 
12. Sekhmet 
Learn your fucking history",10075
3,"""Why am I a rectangle? And why is Leo apparently a bacteria?

Now that I think about, me as Anubis and Leo as Horus was much better than this.""",10075
4,"Little Horus and Anubis proposing marriage to Seth💕
#ENNEAD https://t.co/znWFMBY24k",10075
5,"Which one 

1. Seth snaps Osiris Horus' nudes.
 (Blue_Lotus idea)

2. Anubis accidently send Isis' his own nudes. (JAX idea)

3. Ra looks over Maat's shoulder to se her looking at nudes Thoth sent her.",10075
6,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God BCCEPHU

https://t.co/XG7Heghk9h https://t.co/XMdzTlAarx",10075
7,"Egyptian Kingdom Figurine Statue, Anubis Ornament Ancient Egypt God of Ancient Egypt Souvenir of the Patron Saint of Horus, 4 SZUIM4T

https://t.co/UJF2p164H4 https://t.co/w4FFkKTHwu",10075
8,"Who asked for more halloween in november? Sobek, Horus and Anubis are keeping the celebration going~ 💦✨ 

posted earlier over https://t.co/WaBDceMfpu 👀 https://t.co/tauq80lC8a",10075
9,"So apparently, there’s an Egyptian BL called ennead, and although the main couple isn’t thoth and Anubis, I can’t help but imagine #haino in their place 😂. 
Seth being cyno and Horus being Haitham",10075
10,Switch Anubis n Thoth n shit makes sense yeh. Horus being Sagittarius. Thoth like the exact same was another trio. Isis planets throw it off but not if u consider as above so below era also think she a nympho opp but I’m jaded… añdo maat the same n she not there which is odd…,10075
11,"Really Egyptian translated to western more like… 

Aries: Osiris
Taurus: Amun-Ra
Gemini: Seth
Cancer: Bastet
Leo: Anubis
Virgo: Thoth
Libra: Geb
Scorpio: Mut
Sagittarius: Hapi
Capricorn: Horus
Aquarius: Sekhmet
Pisces: Isis",10075
12,"I’ll be honest : for me it’s fg, he seems to have the most experience and… for the others competitors the bar is low 💀 :
-Anubis is a virgin
-Horus only did it one time completely manipulated 
-Osiris don’t know what lube is and didn’t to fuck often with Isis https://t.co/CS4u2YZaeh",10075
13,"I haven't finished GoW Ragnarok yet so I don't know if a sequel is up for discussion, but I know this is the last chapter of the Norse saga. So, if they make another one, they HAVE to do the Egyptian Gods next. I wanna see Kratos smack around Anubis, Horus, Osiris, and Ra 😂 https://t.co/VknzDXSIG4",10075
14,"After the great war between Anubis and Horus, where Horus was brutally defeated, all the royal bloodlines went into exile. Toth invented a technology to preserve the genetic inheritance that is activated every 1000 years by the transmission of offspring. They",10075
0,"My hair is that of Nun, my face is that of Aten, my eyes are those of Hathor, my ears are those of Wepwawet, my nose of that of the Foremost of Khasu, my lips are those of Anubis, my teeth are those of Serqet, my neck is that of Isis the goddess. (BDQ)",10076
1,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God HA66PDG

https://t.co/Qx8lEgrqnZ https://t.co/FKZT4RnoXE",10076
2,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God BCCEPHU

https://t.co/XG7Heghk9h https://t.co/XMdzTlAarx",10076
3,Bruh… Hathor was a psychopath she had mpd… hence “Sekhet.” Isis a sociopath. Vulnerable 1. Seth an extraverted sociopath. Nephyths we don’t even know much about other than the fact she had Osiris’ kid Ie Anubis but idk kinda gives psychopath to me. Jus kinda there. Bein sus.,10076
4,"Egyptian Antiquities Rare Gods Anubis,seth,thoth, Bastet, Hathor,khnum, Sobek https://t.co/I5i4tDqc1n eBay https://t.co/2iXXS2zCXi",10076
5,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God R4B6KFW

https://t.co/Nbo4AraTXO https://t.co/2EgS4bIFQn",10076
6,"Can't wait to see a racially and ethnically diverse Kane Chronicles. Bring on Latino Thoth, Asian Bastet, a Middle-Eastern Set, a Native American Hathor, a black Nut, a white Anubis etc. /s https://t.co/SYuaO4m9Nl",10076
0,"A statue of Anubis in Tut Ankh Amun's tomb, taken during Carter expedition [1922] https://t.co/ddSpHD0RkW",10078
0,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God HA66PDG

https://t.co/Qx8lEgrqnZ https://t.co/FKZT4RnoXE",10079
1,"Zodiac Signs came from African Egyptian 
1. Nile 
2. Amun-Ra 
3. Mut 
4. Geb 
5. Osiris 
6. Isis 
7. Thoth
8. Horus 
9. Anubis 
10. Seth 
11. Bastet 
12. Sekhmet 
Learn your fucking history",10079
2,"Which one 

1. Seth snaps Osiris Horus' nudes.
 (Blue_Lotus idea)

2. Anubis accidently send Isis' his own nudes. (JAX idea)

3. Ra looks over Maat's shoulder to se her looking at nudes Thoth sent her.",10079
3,"Thoth the trickster 
but do we connect thoth(thoth/hermanubis) to quetzalcoatl/kukulkan/kundalini ? the ceo phally/phallus 
anubis/jackal that goes against the mother n thus god becomes a dog https://t.co/IjrNIvTD0b https://t.co/JTqwchw8jz",10079
4,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God BCCEPHU

https://t.co/XG7Heghk9h https://t.co/XMdzTlAarx",10079
5,"Beside Anubis is Ammit, 1/3 crocodile, 1/3 lion, 1/3 hippopotamus. It’s head is turned toward Thoth, who records the verdict of the weighing. Should the heart and Maat not be in accord, Ammit, “the eater of the heart,” will swallow the person whose heart has thus betrayed them. https://t.co/vQz45bDVXz",10079
6,"So apparently, there’s an Egyptian BL called ennead, and although the main couple isn’t thoth and Anubis, I can’t help but imagine #haino in their place 😂. 
Seth being cyno and Horus being Haitham",10079
7,Switch Anubis n Thoth n shit makes sense yeh. Horus being Sagittarius. Thoth like the exact same was another trio. Isis planets throw it off but not if u consider as above so below era also think she a nympho opp but I’m jaded… añdo maat the same n she not there which is odd…,10079
8,"Really Egyptian translated to western more like… 

Aries: Osiris
Taurus: Amun-Ra
Gemini: Seth
Cancer: Bastet
Leo: Anubis
Virgo: Thoth
Libra: Geb
Scorpio: Mut
Sagittarius: Hapi
Capricorn: Horus
Aquarius: Sekhmet
Pisces: Isis",10079
9,"Egyptian Antiquities Rare Gods Anubis,seth,thoth, Bastet, Hathor,khnum, Sobek https://t.co/I5i4tDqc1n eBay https://t.co/2iXXS2zCXi",10079
10,"Proverbs 21:12
""Every way of a man is right in his own eyes; But God weighs the hearts.""

In Kemetic spirituality, the heart of the deceased is weighed against the feather of Maat, who personifies balance. Anubis dictated the fate of soul. Thoth recording the verdict. https://t.co/nrJuCil3be",10079
11,I was told by a lot of physics that I'm a royal bloodline of Egyptian priesthood . Like perhaps I knew Thoth or I knew Anubis,10079
12,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God R4B6KFW

https://t.co/Nbo4AraTXO https://t.co/2EgS4bIFQn",10079
13,i've always found the egyptian gods with animal heads like anubis and thoth and set super cool but now that i know about khepri i'm kind of horrified,10079
14,"Hail him, Althōnai … Bring Michael into me, this mighty-one of angels, who is with God.
Hail him, Anubis – he of the district of the face of the son of Isis, he upon his mountain.
Hail them, Goddesses.
Hail him, Thoth, the twice great, the wise one.
Hail them, Gods.",10079
0,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God HA66PDG

https://t.co/Qx8lEgrqnZ https://t.co/FKZT4RnoXE",10081
1,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God BCCEPHU

https://t.co/XG7Heghk9h https://t.co/XMdzTlAarx",10081
2,"Egyptian Gods: A Captivating Guide to Atum, Horus, Seth, Isis, Anubis, Ra, Thoth, Sekhmet, Geb, Hathor and Other Gods and God R4B6KFW

https://t.co/Nbo4AraTXO https://t.co/2EgS4bIFQn",10081
